age,profession,martial_status,education,house,loan,gender,ava_bal,assets,car,bike,fraud
41,7,1,2,1,0,1,33573,33999,1,1,0
52,2,2,2,1,0,0,5644,298,1,0,1
27,6,0,0,1,1,1,48437,226,0,1,1
39,5,2,2,1,1,1,42673,43924,1,0,1
54,2,2,2,1,0,1,24473,26775,0,0,0
31,5,1,2,1,0,1,3710,6052,0,0,0
42,7,2,2,1,0,0,37764,9869,0,1,1
39,7,2,2,1,0,0,49360,23953,0,0,1
65,3,2,1,1,1,1,39271,33105,0,1,1
36,7,2,1,1,0,0,43035,35463,1,0,1
53,1,1,1,1,1,0,46957,49050,1,0,1
34,6,2,1,1,0,0,11721,16494,0,0,0
41,5,2,2,1,0,0,37184,43372,1,1,0
53,2,2,1,1,1,1,48748,19675,0,1,0
31,4,2,2,1,0,0,1004,38239,0,1,1
34,5,2,1,1,1,0,7510,14723,1,0,0
44,7,1,1,1,1,1,31694,27929,1,0,1
47,5,2,2,1,1,0,6956,38811,0,1,0
30,6,0,1,1,1,1,11917,31056,0,1,0
33,7,2,2,1,0,1,36698,39973,1,1,1
51,4,1,2,1,1,1,21893,38930,1,0,0
53,3,2,1,1,0,0,28178,36641,0,1,1
36,7,2,2,1,1,0,16114,47349,1,0,1
36,7,1,1,1,0,0,22557,806,0,1,1
45,6,1,1,1,1,0,3002,8788,1,0,0
55,3,2,1,1,1,1,42417,35015,1,0,1
59,2,1,2,1,1,0,45040,12067,1,0,0
55,3,2,1,1,1,0,46993,21969,1,1,1
43,4,1,1,1,0,1,28164,32140,1,1,0
45,6,2,1,1,1,0,21038,46301,0,0,0
46,6,1,1,1,0,1,4529,43813,0,1,1
33,5,1,2,1,1,0,33548,43188,1,1,1
64,2,1,2,1,0,0,15143,9285,0,1,1
53,3,2,2,1,0,1,47708,49608,1,0,1
30,7,0,1,1,0,0,47416,5519,1,0,1
34,7,1,1,1,0,0,9941,24270,1,0,1
60,2,1,2,1,0,1,5312,49552,1,1,1
55,1,1,2,1,1,1,8219,19016,0,1,0
36,6,1,1,1,1,0,25155,12231,1,1,0
20,5,0,0,0,0,0,2467,5458,0,1,1
54,2,1,1,1,0,1,20761,24038,1,1,0
64,3,1,2,1,0,1,18396,40968,0,1,1
46,5,1,2,1,0,0,9817,41140,1,0,0
63,1,2,2,1,1,1,14407,47738,0,1,0
31,6,1,2,1,0,1,38180,48074,0,0,1
45,4,1,2,1,0,1,10698,21350,0,0,0
31,5,2,2,1,0,0,36719,12942,1,0,1
62,3,2,2,1,1,0,17944,44709,1,0,0
43,6,2,2,1,1,0,22747,35531,1,0,0
47,7,1,2,1,0,0,48316,44324,0,1,0
53,3,1,1,1,1,0,5017,29061,0,1,0
51,6,2,1,1,1,1,11313,3109,1,1,0
58,1,2,1,1,1,1,1417,1253,1,0,0
25,6,0,0,0,0,0,965,45448,1,0,0
59,2,1,2,1,0,1,32232,7452,0,1,1
52,1,2,2,1,0,0,31597,10236,1,0,0
35,5,1,1,1,0,0,2032,27107,1,1,0
52,1,1,2,1,1,0,26864,38857,1,0,0
24,7,0,0,0,1,1,32556,18985,1,0,1
64,1,1,2,1,1,0,30432,18196,0,0,0
45,5,1,2,1,0,1,27006,8293,1,0,0
59,2,1,1,1,0,1,45784,29066,0,1,0
50,7,1,2,1,0,0,30934,17595,1,0,1
23,6,0,0,0,0,1,31158,44158,1,1,1
44,5,1,1,1,0,0,37907,968,0,0,1
45,7,2,2,1,1,0,6771,30982,0,1,1
62,3,2,1,1,1,0,20765,6367,0,0,0
21,5,0,0,0,0,0,40156,19120,0,0,1
47,7,2,1,1,0,0,29987,29417,1,0,1
58,2,1,1,1,1,0,48072,34628,1,0,1
42,4,2,1,1,1,1,16901,4905,1,0,0
33,5,1,2,1,0,0,27051,28375,0,1,0
56,1,1,2,1,0,1,31138,130,0,1,1
31,5,1,2,1,0,0,18712,35848,1,0,0
23,6,0,0,0,1,0,21208,36678,0,0,0
28,7,0,0,1,1,0,13788,34770,1,1,0
21,7,0,0,0,1,0,19330,48228,1,0,0
63,3,2,2,1,0,0,30839,12193,0,0,0
49,6,2,1,1,1,0,13108,49702,1,1,1
27,4,0,0,1,0,0,21128,13207,1,0,1
41,5,2,1,1,0,1,39994,22646,1,1,0
22,5,0,0,0,0,1,46175,23123,1,0,1
35,5,1,1,1,1,0,1163,1498,1,0,0
60,3,2,2,1,1,0,3859,1315,0,0,1
35,6,1,2,1,1,0,31307,6482,1,1,0
37,5,2,2,1,1,0,21096,20527,1,1,0
58,1,2,2,1,0,0,14075,19509,1,1,1
24,6,0,0,0,0,0,9272,41057,1,1,0
29,7,0,0,1,1,1,34825,39935,0,0,0
27,6,0,0,1,1,1,32092,29454,0,0,0
60,1,2,2,1,1,1,13047,26091,0,1,0
20,5,0,0,0,0,0,20168,44096,0,0,0
46,5,1,1,1,0,1,11178,5834,1,0,1
52,3,1,2,1,1,1,4506,29196,1,0,1
48,4,2,1,1,1,1,2846,39732,0,1,0
31,4,2,2,1,0,1,30290,22973,0,0,0
31,7,2,2,1,1,0,25698,3751,1,1,0
63,1,2,2,1,0,0,32728,39197,0,1,0
58,1,1,2,1,1,0,32386,12268,0,1,0
49,5,1,1,1,0,0,9037,10462,0,0,0
47,6,2,2,1,0,1,39580,24331,1,0,0
58,2,2,2,1,1,0,48818,44155,0,1,0
58,1,1,1,1,1,1,25975,20162,0,1,1
57,2,2,1,1,0,1,12614,4454,1,1,1
31,7,1,2,1,0,1,18859,5305,1,1,1
31,5,2,1,1,0,1,23543,14158,1,1,0
39,4,2,1,1,0,0,27831,15618,0,1,0
29,6,0,0,1,1,1,3648,47367,1,0,0
33,7,1,2,1,1,0,40877,11334,0,0,0
28,4,0,0,1,0,1,19391,5305,0,1,1
49,7,1,1,1,1,0,14797,9967,0,0,0
53,1,1,2,1,1,1,27623,39524,1,1,0
32,4,2,2,1,1,0,2952,2189,0,0,1
33,5,1,2,1,1,0,1910,10625,0,1,1
47,7,1,2,1,0,0,1096,20430,1,1,0
30,4,0,2,1,0,1,47197,5320,0,1,0
54,3,2,2,1,0,1,5298,23625,0,1,1
63,2,1,1,1,1,0,47805,8079,1,0,0
61,3,2,2,1,0,1,35648,7253,0,0,1
23,6,0,0,0,0,1,27213,21203,1,0,0
32,7,2,2,1,1,0,4568,10346,1,0,1
57,2,1,1,1,0,1,39243,45633,1,0,1
50,4,2,2,1,1,1,38194,39800,0,0,1
64,2,2,1,1,1,0,26915,23359,0,1,0
41,4,1,1,1,1,0,19200,10341,1,1,0
33,6,1,1,1,1,0,29985,1828,1,1,1
34,4,1,1,1,1,1,27361,30544,0,1,1
41,7,2,2,1,1,0,46856,15608,0,0,0
58,2,1,1,1,1,1,26713,8715,0,1,1
46,7,1,2,1,0,1,42914,23286,0,0,1
44,6,2,1,1,0,1,47542,6882,1,0,0
43,6,1,2,1,1,1,28717,10868,0,0,0
37,5,1,1,1,1,1,36478,45923,0,0,1
20,5,0,0,0,1,1,11951,1966,1,0,0
31,6,2,1,1,1,0,1050,174,0,1,0
28,7,0,0,1,0,0,1169,32014,0,1,0
58,2,2,1,1,1,0,46714,24867,0,1,0
37,7,2,1,1,1,1,41407,38816,0,1,0
21,4,0,0,0,0,1,23181,15231,1,0,0
48,4,2,1,1,1,0,43220,35691,1,1,0
46,4,2,1,1,0,0,22582,15771,0,1,1
57,1,1,1,1,0,0,40843,12122,0,0,0
24,5,0,0,0,1,0,35259,40085,1,0,1
28,4,0,0,1,1,1,35392,531,1,1,0
52,2,1,2,1,0,1,38510,6185,1,1,0
55,1,1,1,1,0,1,43739,7737,1,0,1
27,6,0,0,1,1,1,15458,40720,0,1,1
35,7,1,2,1,0,1,47879,22048,0,1,0
20,4,0,0,0,0,0,36703,42265,0,1,1
26,6,0,0,0,1,0,42114,40542,1,1,1
36,5,1,2,1,1,1,29447,16894,0,1,0
22,4,0,0,0,1,0,42863,21017,0,0,0
36,4,2,1,1,1,1,42002,12344,1,0,1
64,3,2,1,1,0,0,19411,22290,1,1,0
28,5,0,0,1,0,0,17612,4700,1,1,0
22,6,0,0,0,0,1,28589,11302,1,0,0
35,5,1,1,1,1,0,34489,39874,0,0,0
48,7,2,1,1,1,0,27227,35771,0,0,0
58,2,2,2,1,1,1,34483,18861,0,0,1
45,7,1,2,1,1,0,25542,3565,1,1,0
44,4,1,2,1,0,1,4812,35655,1,0,1
60,1,2,2,1,0,1,7148,18036,0,1,0
39,4,1,1,1,1,1,31668,1975,1,0,1
57,3,1,1,1,0,0,32451,2664,1,0,1
24,5,0,0,0,1,0,5242,12492,1,0,1
38,6,1,2,1,1,1,35732,35060,1,1,1
64,1,2,1,1,1,1,41033,44917,1,1,0
24,7,0,0,0,1,1,47537,20617,0,1,0
46,7,2,1,1,1,1,11080,36551,1,0,0
28,5,0,0,1,0,1,35347,49019,0,1,0
63,2,1,2,1,1,1,44305,1458,1,1,1
48,6,1,1,1,0,0,13781,16642,1,1,1
48,6,2,1,1,1,0,40350,32722,0,1,1
38,7,2,2,1,1,1,15252,40245,0,1,0
49,5,1,2,1,1,1,4231,44680,0,1,0
33,4,2,1,1,1,0,36590,35929,0,1,1
27,6,0,0,1,0,1,25079,49036,0,0,0
42,5,1,2,1,1,1,10334,11433,1,0,0
42,7,2,1,1,0,1,49648,26035,0,0,1
54,1,1,2,1,1,0,13348,13728,0,0,0
21,5,0,0,0,0,1,37978,42687,0,1,0
25,5,0,0,0,0,0,4778,122,0,0,0
52,1,1,2,1,1,1,5348,33100,1,1,0
38,4,2,1,1,0,1,33744,44420,1,0,1
48,4,2,1,1,1,0,8012,40238,1,0,1
41,4,2,2,1,0,0,5022,26132,1,1,0
60,1,2,1,1,1,1,40759,36412,0,1,0
44,4,1,2,1,0,1,24511,16349,1,1,0
59,3,2,2,1,0,0,8945,12349,1,1,1
50,6,2,1,1,1,0,34785,8108,0,0,1
39,7,2,2,1,1,0,12674,17018,1,1,0
42,7,1,1,1,0,0,2924,9930,0,1,0
48,5,1,1,1,0,0,34857,18316,0,0,0
64,3,1,2,1,1,1,30958,5123,1,0,1
47,5,1,2,1,0,1,19105,23683,0,0,0
52,1,1,2,1,1,0,36355,26892,1,1,1
21,6,0,0,0,1,0,35323,9805,0,0,1
63,3,2,1,1,0,0,32899,27367,0,1,1
53,3,2,1,1,0,0,3383,18434,0,0,1
32,4,2,1,1,0,1,28347,31939,1,1,0
52,3,1,1,1,0,1,4729,5512,1,0,1
51,5,2,1,1,1,1,32382,19851,0,1,1
61,3,1,2,1,1,1,37691,5745,1,0,0
64,3,2,1,1,1,1,19135,18617,0,0,1
64,2,1,2,1,0,0,29618,26181,1,1,0
59,2,2,1,1,0,1,2041,23277,1,0,1
56,1,1,2,1,0,1,27681,37226,0,1,0
31,7,2,2,1,0,0,13159,1840,1,1,1
28,4,0,0,1,0,1,1160,7050,0,0,1
32,4,1,2,1,1,1,14561,23653,0,1,0
34,6,1,2,1,1,1,44818,38817,1,1,0
61,2,2,2,1,1,1,7467,7585,0,0,0
60,1,1,2,1,0,0,2639,41134,1,1,0
59,2,2,2,1,0,0,44060,18669,0,1,1
48,4,2,2,1,1,0,30695,4567,0,0,0
56,1,1,1,1,0,1,37575,27959,0,1,0
46,5,1,2,1,0,1,31702,24169,0,0,0
57,2,2,1,1,0,0,12752,7901,0,0,0
42,7,2,1,1,1,0,13054,23034,0,0,1
64,1,2,2,1,0,1,17189,35793,1,0,1
31,7,2,2,1,0,1,22906,1902,1,1,1
22,5,0,0,0,0,1,27356,32004,0,0,1
52,2,1,1,1,1,0,15791,28188,0,1,1
41,7,1,1,1,0,1,43091,25611,0,1,0
28,6,0,0,1,1,0,26898,46843,0,0,1
54,1,1,1,1,0,0,3401,10098,0,1,0
25,5,0,0,0,0,1,1418,36992,0,1,0
46,4,1,1,1,1,0,28477,33920,0,1,0
58,1,2,2,1,0,0,8927,42231,0,0,0
64,1,1,1,1,1,0,38115,37061,1,0,0
20,5,0,0,0,1,0,47998,16142,1,0,0
61,2,1,2,1,1,1,43725,12748,0,1,0
27,6,0,0,1,1,0,21936,6793,1,0,0
23,7,0,0,0,1,1,2321,29389,1,0,1
35,6,2,2,1,0,1,22063,19101,0,0,1
25,6,0,0,0,1,1,28206,40165,0,1,1
22,7,0,0,0,1,0,1703,49659,1,0,1
45,6,2,2,1,1,1,14500,21525,1,1,0
23,7,0,0,0,1,1,6681,36985,0,0,0
54,1,2,2,1,0,1,18351,19019,0,1,1
59,1,1,1,1,1,1,13730,8883,0,0,1
52,1,2,1,1,0,0,28351,47342,1,0,0
29,4,0,0,1,1,0,34836,4754,0,0,0
38,4,1,1,1,0,1,24745,46705,1,1,1
20,6,0,0,0,1,1,3153,30773,0,0,0
25,5,0,0,0,0,1,17024,30491,1,0,0
23,4,0,0,0,1,1,26244,32419,0,0,1
26,6,0,0,0,0,1,40670,32107,0,1,1
38,6,2,2,1,1,1,28998,2267,0,1,1
34,6,2,2,1,0,1,24895,2641,1,1,1
29,7,0,0,1,0,1,20027,15572,0,1,0
47,5,2,2,1,0,1,10400,10570,1,0,0
57,1,1,2,1,1,0,4529,12029,1,1,0
31,5,2,1,1,1,0,16426,37553,1,0,1
28,7,0,0,1,1,1,12063,46709,1,1,0
41,5,2,2,1,1,0,477,13582,1,1,1
31,5,2,2,1,0,0,16119,28374,0,0,1
49,4,2,2,1,1,1,42173,9092,0,1,1
59,3,1,2,1,1,0,15078,45985,1,1,1
28,7,0,0,1,0,0,6861,18183,1,1,1
46,6,2,1,1,1,1,32135,2086,1,0,0
49,6,2,1,1,0,1,2371,37617,1,0,1
36,6,1,2,1,1,0,46898,29559,1,1,1
21,5,0,0,0,1,0,14228,33426,0,1,1
29,6,0,0,1,0,1,35937,37297,0,0,0
39,7,2,1,1,1,1,20641,23094,1,1,0
45,4,2,2,1,0,0,10678,49827,1,1,0
20,5,0,0,0,1,0,9488,18036,1,0,0
39,6,1,1,1,0,1,23794,36957,1,1,1
42,7,2,2,1,1,0,1869,20487,1,0,0
65,1,2,2,1,1,1,37536,40212,1,1,1
47,4,1,2,1,1,1,36366,16451,1,0,0
22,7,0,0,0,1,1,48882,20859,1,1,1
42,7,1,2,1,0,0,46826,18521,1,1,1
28,6,0,0,1,0,0,38059,39789,1,0,1
52,1,1,1,1,1,1,32791,40516,0,0,1
27,6,0,0,1,1,0,3143,18869,1,1,1
61,1,1,1,1,0,0,4195,22838,1,1,0
58,3,1,1,1,0,0,31890,49651,1,0,1
58,2,2,2,1,1,1,46131,13355,1,0,0
53,1,1,2,1,0,0,41707,16435,0,0,1
40,6,1,2,1,1,0,8646,21253,0,0,0
41,5,1,1,1,1,0,45173,25882,0,1,0
24,5,0,0,0,1,1,29772,256,0,0,1
42,4,1,1,1,1,0,47472,27606,0,0,1
24,4,0,0,0,1,1,3860,17673,1,1,0
40,4,1,1,1,0,0,20405,28408,0,1,0
37,6,2,2,1,0,0,18732,38324,0,1,1
27,6,0,0,1,0,1,6441,13950,0,1,1
20,7,0,0,0,1,0,31703,38967,1,0,0
41,4,1,2,1,0,1,46064,22674,0,0,1
57,3,1,1,1,0,0,15291,11944,1,0,1
32,7,2,1,1,0,1,2346,13455,1,0,1
23,7,0,0,0,0,1,17140,15042,0,1,1
48,6,2,1,1,1,1,382,10106,0,0,1
31,7,1,2,1,1,1,27949,19351,1,0,1
54,1,2,1,1,0,0,1474,7318,0,1,1
59,2,1,1,1,0,0,6821,21251,0,1,1
24,6,0,0,0,0,0,6158,44102,0,0,1
63,3,2,2,1,0,1,5435,32387,0,0,0
53,2,2,1,1,0,0,2130,40829,0,1,1
24,7,0,0,0,1,1,25488,31143,0,1,0
40,4,2,2,1,0,0,17157,41540,1,0,1
39,7,1,2,1,1,1,19726,37178,0,0,1
24,4,0,0,0,1,0,35350,15621,1,0,1
34,7,2,2,1,1,0,2451,23309,0,0,1
40,4,1,2,1,0,0,39482,40778,1,1,0
46,5,1,2,1,1,1,18801,7673,0,1,1
29,7,0,0,1,0,1,24574,11184,0,1,0
27,5,0,0,1,1,1,5393,29308,0,0,0
36,7,2,2,1,0,1,18360,46985,0,1,1
44,7,2,1,1,0,1,24230,23491,1,1,0
63,2,2,2,1,0,0,40422,22260,1,1,1
37,6,2,1,1,0,1,9962,35567,1,0,0
64,1,2,2,1,0,1,18729,2450,0,0,1
21,5,0,0,0,1,1,34000,49453,1,0,0
50,7,2,2,1,1,1,48623,47545,0,1,1
51,7,2,1,1,0,1,43816,21003,1,1,1
60,2,2,1,1,0,0,15031,21945,0,1,0
55,1,1,2,1,1,0,4075,16437,0,1,0
50,7,1,1,1,0,1,46591,32689,0,1,1
26,4,0,0,0,1,0,1769,25732,1,1,0
39,7,2,1,1,1,1,29667,24789,0,0,1
24,4,0,0,0,0,1,17491,33796,1,1,1
56,2,2,1,1,1,1,44071,1316,1,0,0
63,3,1,1,1,1,0,41546,37438,0,1,0
48,7,1,1,1,1,1,18807,23511,1,0,0
46,5,2,1,1,0,1,2432,44787,1,1,0
36,7,2,1,1,0,1,39131,3070,0,0,1
21,6,0,0,0,0,0,15606,22455,0,0,1
26,7,0,0,0,0,1,16938,28689,1,1,1
37,4,1,1,1,0,0,45619,28258,0,0,1
39,4,2,2,1,1,1,17398,9705,0,0,1
40,5,1,1,1,1,1,40988,20988,1,1,0
25,7,0,0,0,0,1,6796,25671,0,1,0
36,7,2,1,1,0,0,38799,48684,1,1,0
26,7,0,0,0,0,0,34223,42005,1,0,1
34,5,1,2,1,0,0,28810,17157,1,0,0
37,7,1,2,1,0,1,49871,41386,1,0,1
27,4,0,0,1,1,0,30714,21170,0,0,0
53,3,1,1,1,1,1,32457,38779,0,1,0
46,6,2,1,1,0,0,17580,7534,0,0,0
56,2,2,1,1,0,1,3261,31595,1,1,1
22,7,0,0,0,0,0,7174,29507,0,1,0
55,1,1,1,1,1,0,49537,44928,0,1,0
60,3,2,2,1,0,1,23923,26541,0,0,0
29,7,0,0,1,0,1,2461,10318,1,0,1
52,2,1,2,1,1,0,35151,39445,1,0,0
42,4,2,2,1,0,1,30758,36820,1,1,1
53,1,2,1,1,1,0,35769,44810,1,1,0
46,4,1,2,1,1,1,12745,2650,1,0,0
26,4,0,0,0,0,1,19597,29725,0,1,0
59,3,1,2,1,1,0,32631,47752,1,1,1
49,5,1,2,1,1,1,3830,15454,0,1,1
23,7,0,0,0,0,0,14292,16606,0,1,1
53,2,1,2,1,0,1,46363,7020,0,0,0
43,6,2,2,1,0,0,3012,8047,1,0,0
27,5,0,0,1,0,0,11906,4577,1,0,0
33,6,2,2,1,1,0,30089,15247,0,1,0
27,4,0,0,1,0,0,42340,14075,1,0,0
55,1,2,1,1,0,0,45968,2785,1,1,1
43,7,1,1,1,1,0,48405,42151,1,0,0
33,7,2,1,1,0,1,17224,40292,1,0,0
25,6,0,0,0,0,1,32990,46229,1,0,1
57,3,1,1,1,1,0,25378,19984,0,1,0
46,5,1,1,1,0,1,9024,30112,0,0,0
50,5,2,2,1,0,0,18171,2208,1,1,1
53,3,1,1,1,0,0,17844,48536,1,1,0
31,4,1,2,1,0,1,34715,45700,1,1,1
41,4,1,1,1,0,1,19798,22311,1,0,1
51,6,1,2,1,0,0,18833,39726,0,1,1
24,7,0,0,0,1,1,43906,49051,1,0,0
54,2,2,1,1,1,1,24970,14668,1,1,0
62,1,2,1,1,1,0,34679,24435,1,0,1
20,4,0,0,0,1,1,42052,39251,1,1,1
30,5,0,1,1,0,0,21414,39025,1,1,1
55,2,1,2,1,0,0,36796,18453,0,0,0
58,2,1,1,1,0,1,23440,43536,0,0,0
47,7,1,1,1,0,1,23188,25191,1,0,0
37,7,2,2,1,1,1,28777,42556,1,0,1
48,6,1,1,1,1,0,39531,25289,1,1,0
33,4,2,2,1,1,0,42830,44969,1,0,0
48,6,1,1,1,1,1,44504,8455,0,1,0
34,4,2,2,1,1,1,28836,42874,0,1,0
20,4,0,0,0,0,0,47211,25185,1,0,1
44,6,1,1,1,1,1,1159,23352,0,0,0
31,7,1,1,1,0,1,39900,39094,0,1,0
29,7,0,0,1,0,0,41478,23523,0,0,1
26,5,0,0,0,1,0,38456,4376,0,0,0
62,2,2,2,1,1,0,34991,47866,0,1,0
49,4,1,2,1,0,1,34238,34517,0,0,0
43,5,1,2,1,0,1,34226,30177,1,1,1
29,7,0,0,1,0,1,49969,14631,0,0,0
54,1,2,1,1,0,1,15915,28625,1,1,0
55,2,2,2,1,1,1,1800,20150,1,1,0
58,3,2,1,1,0,1,12351,36320,0,0,1
27,6,0,0,1,0,1,44024,29448,0,1,0
41,5,2,2,1,1,0,26378,38980,0,0,0
53,2,2,1,1,0,0,15044,44782,0,0,0
30,6,0,2,1,0,0,19862,3,0,0,0
60,2,2,2,1,1,1,6852,33301,0,0,0
55,2,2,2,1,0,0,22299,12293,1,1,1
47,5,1,1,1,1,0,34111,47824,1,1,0
55,1,2,1,1,1,1,44265,47877,1,0,1
33,7,1,2,1,1,1,38869,32701,1,1,1
25,7,0,0,0,0,1,9299,37143,0,1,0
49,7,2,2,1,1,1,18133,13508,0,1,0
64,2,1,1,1,1,0,10877,23852,1,1,1
52,2,1,2,1,0,1,8792,21057,1,1,0
65,3,1,2,1,1,0,5969,1359,1,1,0
65,1,1,1,1,1,1,12649,43039,1,1,0
37,4,2,1,1,1,1,19238,32381,0,0,1
65,1,2,1,1,1,1,28797,16712,1,1,1
50,7,1,1,1,1,1,4105,28613,0,1,1
55,1,1,2,1,0,0,42548,40366,1,1,1
25,5,0,0,0,1,1,16882,7142,0,1,0
52,2,2,2,1,0,1,15787,6667,0,1,1
24,4,0,0,0,1,1,21706,11528,1,0,1
24,7,0,0,0,1,0,24527,38960,0,0,0
46,5,1,1,1,0,0,45450,28101,0,0,1
48,5,1,2,1,0,1,27777,9138,1,1,1
65,2,2,1,1,0,0,24170,32077,1,1,1
23,4,0,0,0,1,0,36489,43065,1,1,1
47,6,1,1,1,1,0,47345,32391,1,1,0
52,2,1,2,1,1,1,3668,46981,0,1,0
48,4,2,1,1,1,1,2437,32417,0,0,1
64,2,1,2,1,1,1,30610,5014,0,0,0
22,7,0,0,0,1,1,406,18891,1,0,1
56,3,1,2,1,1,0,33955,10422,1,1,1
44,5,2,1,1,1,1,22423,20725,0,1,1
45,7,1,1,1,0,0,41469,10226,1,1,0
46,7,1,1,1,1,0,42776,22989,0,1,1
57,1,2,2,1,0,0,48391,4597,0,1,0
61,1,1,2,1,1,0,40185,30622,1,0,1
36,5,1,1,1,1,1,15042,25975,1,1,0
62,2,1,1,1,0,0,43111,20746,1,0,1
38,7,2,1,1,1,0,20670,49288,1,0,1
39,7,1,1,1,0,0,42659,27097,1,1,1
57,2,1,2,1,1,1,4459,32483,1,1,0
55,3,2,2,1,0,1,39808,1992,1,1,1
43,5,2,1,1,0,1,22257,39319,1,1,1
50,7,1,2,1,0,0,36981,42952,1,1,0
42,6,2,2,1,1,0,3216,48178,1,0,0
38,7,2,2,1,1,0,5518,5209,0,0,0
63,3,1,1,1,1,1,21027,36940,0,0,0
51,4,1,1,1,1,1,16933,36363,1,0,0
26,7,0,0,0,0,0,45932,48992,1,1,1
39,6,2,1,1,0,0,37773,4202,0,0,0
45,5,2,1,1,1,1,27863,29585,0,1,1
51,4,1,2,1,1,0,5402,1019,1,0,1
58,1,2,2,1,1,1,8033,6530,0,1,0
40,4,2,1,1,1,0,10849,37282,0,1,0
28,6,0,0,1,0,0,9147,20776,0,1,1
27,4,0,0,1,1,0,16244,25117,0,1,1
43,4,2,1,1,1,0,44306,26459,0,1,1
62,1,2,2,1,0,0,34804,30575,1,0,1
52,1,1,2,1,1,1,14488,21310,0,1,0
63,3,1,2,1,0,0,19073,117,0,1,0
52,2,1,2,1,0,0,49442,11052,1,0,1
59,1,1,2,1,1,1,19541,10027,1,0,0
30,4,0,2,1,0,0,45156,35147,1,0,1
27,6,0,0,1,0,0,40272,12097,1,1,1
30,5,0,1,1,1,1,1765,39605,0,1,0
49,7,1,1,1,0,1,9308,29382,1,0,0
29,5,0,0,1,0,1,29837,30562,1,0,1
37,7,1,1,1,0,1,36575,22991,0,1,1
58,1,2,1,1,0,0,13799,6161,1,1,0
52,1,1,1,1,1,1,22404,29507,1,1,1
63,1,2,2,1,0,0,12254,101,1,1,0
51,7,1,2,1,1,0,16754,49251,1,1,0
62,1,2,2,1,0,1,64,42052,1,1,1
47,6,1,2,1,1,1,13304,49835,1,1,1
63,3,2,1,1,0,1,43347,23350,0,0,1
51,7,2,2,1,1,1,10716,20093,1,0,1
25,6,0,0,0,0,0,5150,49775,1,0,1
38,7,2,1,1,1,1,29728,25464,1,1,1
31,5,1,2,1,0,1,42425,22698,1,1,0
46,5,2,2,1,1,1,40734,11785,1,0,1
45,6,2,2,1,0,1,10496,25480,0,0,0
43,6,1,1,1,1,0,29961,22426,0,1,1
55,3,1,1,1,0,0,47031,1553,0,0,0
30,7,0,2,1,1,0,37765,34735,1,0,0
40,6,2,2,1,0,0,39050,16732,0,0,1
51,6,1,1,1,1,1,17678,2074,1,1,0
60,1,2,2,1,0,0,10541,30540,0,1,1
37,5,1,2,1,1,1,20330,10742,0,0,0
53,3,1,1,1,0,0,26387,46051,1,0,0
32,6,1,2,1,1,0,23805,884,0,1,1
51,7,1,1,1,1,1,26242,16158,1,1,1
46,6,2,1,1,0,1,37817,39421,1,1,1
42,5,1,2,1,0,0,2655,34030,1,1,0
35,4,1,2,1,1,0,33706,41192,1,0,0
21,6,0,0,0,1,1,40881,16078,0,0,1
41,4,2,1,1,0,0,5947,41521,1,0,1
47,4,1,2,1,0,0,45889,16023,1,0,1
62,1,2,1,1,1,0,45674,44540,0,0,1
30,6,0,1,1,1,0,43771,45832,1,0,1
62,3,2,1,1,1,0,33569,30526,0,0,0
64,1,2,2,1,1,1,27432,35545,1,0,0
56,3,1,2,1,0,1,38441,25310,1,0,1
62,1,2,2,1,0,0,46660,24598,0,1,1
50,4,1,2,1,1,1,15465,106,0,1,1
37,5,2,2,1,1,0,26154,8869,1,1,1
24,6,0,0,0,1,0,4128,3312,1,1,0
56,2,1,1,1,0,1,40429,37575,1,0,1
40,7,1,1,1,0,1,46860,33153,1,1,0
39,6,2,2,1,1,0,30614,39836,1,0,1
44,6,1,2,1,0,0,2004,24899,1,1,0
58,2,1,1,1,0,0,31730,14620,1,0,1
38,4,2,2,1,1,1,15035,29608,0,0,0
62,1,1,2,1,0,1,21902,21623,1,0,1
30,6,0,1,1,0,0,32928,21494,1,1,1
54,3,2,2,1,1,1,45879,3877,1,1,1
24,4,0,0,0,0,1,9366,48125,1,1,0
47,5,1,2,1,0,1,8121,28735,0,0,1
60,3,2,1,1,0,0,27464,26792,1,0,1
43,7,2,2,1,0,0,42618,9181,1,0,0
21,7,0,0,0,0,1,47966,16180,1,1,1
61,3,2,1,1,1,1,4989,30145,0,0,1
21,7,0,0,0,0,0,45427,21612,1,1,1
40,4,1,1,1,0,0,49800,43546,1,1,0
51,7,2,1,1,1,1,45232,32075,1,1,1
57,2,1,2,1,1,0,16971,3215,1,0,0
58,1,2,2,1,1,0,32554,34497,0,0,0
58,3,2,2,1,1,0,42827,28110,0,1,1
24,4,0,0,0,0,0,36391,28974,1,0,1
28,5,0,0,1,1,0,37695,42874,0,0,0
27,7,0,0,1,0,0,18526,20912,0,0,0
57,3,2,2,1,1,0,43992,1780,1,1,1
56,3,2,2,1,0,1,3553,31982,1,0,1
51,4,1,1,1,0,0,13322,30749,1,0,1
39,7,1,1,1,1,1,14313,3996,0,1,1
20,7,0,0,0,1,0,9238,21952,1,1,0
37,6,1,2,1,1,1,8973,25708,1,1,1
48,7,2,2,1,1,1,36678,11336,1,0,1
61,2,2,1,1,0,1,18976,29099,0,1,0
65,2,2,2,1,0,1,24791,33868,1,0,1
